Дата и время;Tвх,        ⁰С;Pвх, кг/см2;Tвых,       ⁰С;Pвых, кг/см2;Q, м3/час
16.02.2017 4:00;3;32;18;5,8;2600
16.02.2017 2:00;3;31,9;18;5,8;2600
16.02.2017;3;31,9;18;5,8;2600
15.02.2017 22:00;3;31,8;18;5,8;2600
15.02.2017 20:00;3;31,9;19;5,8;2600
15.02.2017 18:00;3;32;18;5,8;2800
15.02.2017 16:00;3;32,2;17;5,8;2700
15.02.2017 14:00;3;32,3;19;5,8;2600
15.02.2017 12:00;3;32,2;17;5,9;2700
15.02.2017 10:00;3;32;19;5,8;2700
15.02.2017 8:00;3;32;17;5,8;2700
15.02.2017 6:00;3;32;19;5,8;2600
15.02.2017 4:00;3;32;17;5,8;2600
15.02.2017 2:00;3;32;18;5,8;2600
15.02.2017;3;31,9;18;5,8;2600
14.02.2017 22:00;3;32;17;5,8;2700
14.02.2017 20:00;3;32,1;19;5,8;2700
14.02.2017 18:00;3;32,2;19;5,8;2700
14.02.2017 16:00;3;32,4;19;5,9;2300
14.02.2017 14:00;3;32,5;18;5,9;2600
14.02.2017 12:00;3;32,3;18;5,9;2600
14.02.2017 10:00;3;32;18;5,9;2700
14.02.2017 8:00;3;32,3;18;5,9;2700
14.02.2017 6:00;3;32,4;18;5,9;2600
14.02.2017 4:00;3;32,2;18;5,9;2600
14.02.2017 2:00;3;32,2;16;5,9;2600
14.02.2017;3;32,1;18;5,9;2700
13.02.2017 22:00;3;32,1;18;5,9;2700
13.02.2017 20:00;3;32,1;18;5,9;2700
13.02.2017 18:00;3;32,1;17;5,9;2700
13.02.2017 16:00;3;32,1;17;5,9;2700
13.02.2017 14:00;3;32,1;18;5,9;2700
13.02.2017 12:00;3;32,1;19;5,9;2800
13.02.2017 10:00;3;32;20;5,8;2700
13.02.2017 8:00;3;32,1;17;5,9;2600
13.02.2017 6:00;3;32,1;17;5,9;2700
13.02.2017 4:00;3;32;19;5,9;2700
13.02.2017 2:00;3;31,7;19;5,9;2700
13.02.2017;3;31,6;19;5,9;2800
12.02.2017 22:00;3;31,4;17;5,9;2800
12.02.2017 20:00;3;31,2;19;5,9;3100
12.02.2017 18:00;3;31,2;20;5,8;3100
12.02.2017 16:00;3;31,4;17;5,9;3000
12.02.2017 14:00;3;31,2;19;5,9;3100
12.02.2017 12:00;3;31,2;19;5,9;3100
12.02.2017 10:00;3;31,2;19;5,9;3200
12.02.2017 8:00;3;30,8;19;5,9;3100
12.02.2017 6:00;3;30,8;19;5,8;3100
12.02.2017 4:00;3;30,8;18;5,8;3100
12.02.2017 2:00;3;30,7;18;5,8;3200
12.02.2017;3;30,7;18;5,9;3200
11.02.2017 22:00;3;30,7;18;5,9;3300
11.02.2017 20:00;3;30,7;18;5,9;3300
11.02.2017 18:00;3;30,5;19;5,8;3400
11.02.2017 16:00;3;30,5;19;5,8;3300
11.02.2017 14:00;3;30,4;17;5,9;3300
11.02.2017 12:00;3;30,3;19;5,9;3400
11.02.2017 10:00;3;30,2;17;5,8;3500
11.02.2017 8:00;3;30,2;19;5,8;3400
11.02.2017 6:00;3;30,2;17;5,8;3300
11.02.2017 4:00;3;30,2;20;5,8;3300
11.02.2017 2:00;3;30,2;18;5,8;3300
11.02.2017;3;30,1;18;5,8;3200
10.02.2017 22:00;3;30,2;17;5,9;3300
10.02.2017 20:00;3;30,2;18;5,8;3400
10.02.2017 18:00;3;30,3;18;5,8;3400
10.02.2017 16:00;3;30,4;18;5,8;3200
10.02.2017 14:00;3;30,5;18;5,8;3300
10.02.2017 12:00;3;30,3;18;5,9;3300
10.02.2017 10:00;3;30,3;18;5,9;3400
10.02.2017 8:00;3;30,4;18;5,8;3400
10.02.2017 6:00;3;30,6;18;5,8;3300
10.02.2017 4:00;3;30,7;18;5,9;3300
10.02.2017 2:00;3;30,4;18;5,9;3400
10.02.2017;3;30,2;18;5,9;3300
09.02.2017 22:00;3;30,2;18;5,8;3400
09.02.2017 20:00;3;30,4;18;5,8;3400
09.02.2017 18:00;3;30,4;18;5,8;3400
09.02.2017 16:00;3;30,5;17;5,8;3300
09.02.2017 14:00;3;30,4;19;5,9;3400
09.02.2017 12:00;3;30,2;18;5,8;3400
09.02.2017 10:00;3;30,4;18;5,8;3400
09.02.2017 8:00;3;30,5;17;5,8;3500
09.02.2017 6:00;3;30,3;18;5,8;3300
09.02.2017 4:00;3;30,4;18;5,9;3400
09.02.2017 2:00;3;30,3;19;5,9;3400
09.02.2017;3;30,2;17;5,8;3400
08.02.2017 22:00;3;30,4;19;5,9;3300
08.02.2017 20:00;3;30,4;18;5,8;3500
08.02.2017 18:00;3;30,6;18;5,8;3200
08.02.2017 16:00;3;30,4;16;5,9;3100
08.02.2017 14:00;3;30;20;5,9;3100
08.02.2017 12:00;3;30;16;5,9;3100
08.02.2017 10:00;3;30,1;18;5,9;3200
08.02.2017 8:00;3;30,5;18;5,9;3300
08.02.2017 6:00;3;30,3;18;5,9;3500
08.02.2017 4:00;3;30,3;18;5,9;3500
08.02.2017 2:00;3;30,2;19;5,8;3400
08.02.2017;3;30,1;19;5,8;3400
07.02.2017 22:00;3;30,1;19;5,9;3400
07.02.2017 20:00;3;30;19;5,8;3400
07.02.2017 18:00;3;30,1;20;5,8;3200
07.02.2017 16:00;3;30,2;20;5,8;3200
07.02.2017 14:00;3;29,9;19;5,9;3300
07.02.2017 12:00;3;29,7;17;5,8;3400
07.02.2017 10:00;3;29,9;19;5,8;3400
07.02.2017 8:00;3;30,3;17;5,9;3300
07.02.2017 6:00;3;30,4;19;5,8;3300
07.02.2017 4:00;3;30,6;17;5,8;3200
07.02.2017 2:00;3;30,4;18;5,8;3200
07.02.2017;3;30,4;18;5,8;3200
06.02.2017 22:00;3;30,3;19;5,8;3200
06.02.2017 20:00;3;30,5;17;5,8;3200
06.02.2017 18:00;3;30,8;19;5,8;3200
06.02.2017 16:00;3;31;18;5,8;3000
06.02.2017 14:00;3;30,9;19;5,8;3000
06.02.2017 12:00;3;30,5;18;5,8;3100
06.02.2017 10:00;3;30,5;18;5,8;3200
06.02.2017 8:00;3;30,8;18;5,8;3200
06.02.2017 6:00;3;31,1;18;5,8;3100
06.02.2017 4:00;3;31,3;18;5,8;3100
06.02.2017 2:00;3;31;18;5,8;3000
06.02.2017;3;31,3;18;5,8;3000
05.02.2017 22:00;3;31,5;18;5,8;3000
05.02.2017 20:00;3;31,7;17;5,8;2900
05.02.2017 18:00;3;31,8;18;5,9;2900
05.02.2017 16:00;3;31,8;20;5,9;2800
05.02.2017 14:00;3;31,7;17;5,8;2900
05.02.2017 12:00;3;31,8;19;5,9;2600
05.02.2017 10:00;3;31,7;17;5,9;2800
05.02.2017 8:00;3;31,5;19;5,8;2700
05.02.2017 6:00;3;31,7;19;5,8;2700
05.02.2017 4:00;3;31,8;19;5,8;2800
05.02.2017 2:00;3;32;20;5,8;2700
05.02.2017;3;31,5;18;5,9;2700
04.02.2017 22:00;3;31,3;18;5,9;3100
04.02.2017 20:00;3;31,2;19;5,8;3100
04.02.2017 18:00;3;31,1;16;5,8;3300
04.02.2017 16:00;3;31,5;18;5,8;3100
04.02.2017 14:00;3;31,5;16;5,8;3100
04.02.2017 12:00;3;31,4;17;5,9;3200
04.02.2017 10:00;3;31,4;17;5,8;3100
04.02.2017 8:00;3;31,1;16;5,8;3000
04.02.2017 6:00;3;31,4;19;5,8;3100
04.02.2017 4:00;3;31,2;16;5,8;2900
04.02.2017 2:00;3;31,3;16;5,8;2900
04.02.2017;3;31,4;17;5,8;2900
03.02.2017 22:00;3;31,4;17;5,8;3000
03.02.2017 20:00;3;31,3;18;5,8;3000
03.02.2017 18:00;3;31,4;19;5,8;2900
03.02.2017 16:00;3;31,5;19;5,8;2900
03.02.2017 14:00;3;31,7;17;5,8;3000
03.02.2017 12:00;3;31,7;17;5,8;3000
03.02.2017 10:00;3;31,6;19;5,8;2900
03.02.2017 8:00;3;31,8;18;5,8;2800
03.02.2017 6:00;3;32;17;5,8;2900
03.02.2017 4:00;3;32,2;19;5,8;2600
03.02.2017 2:00;3;32;17;5,8;2800
03.02.2017;3;31,7;18;5,8;2800
02.02.2017 22:00;3;31,8;18;5,8;2800
02.02.2017 20:00;3;31,8;19;5,8;2900
02.02.2017 18:00;3;31,9;18;5,8;2900
02.02.2017 16:00;3;32;16;5,8;2900
02.02.2017 14:00;3;32,1;16;5,8;2800
02.02.2017 12:00;3;32,1;17;5,8;2800
02.02.2017 10:00;3;32,2;17;5,8;2800
02.02.2017 8:00;3;32;18;5,8;2900
02.02.2017 6:00;3;32;19;5,8;2700
02.02.2017 4:00;3;32,1;19;5,8;2800
02.02.2017 2:00;3;32,2;16;5,8;2700
02.02.2017;3;32,2;16;5,8;2800
01.02.2017 22:00;3;32,3;18;5,8;2800
01.02.2017 20:00;3;32,3;19;5,8;2800
01.02.2017 18:00;3;32,4;16;5,9;2800
01.02.2017 16:00;3;32,6;19;5,8;2500
01.02.2017 14:00;3;32,5;18;5,8;2900
01.02.2017 12:00;3;32,5;17;5,8;2800
01.02.2017 10:00;3;32,5;16;5,9;2700
01.02.2017 8:00;3;32,5;16;5,9;2900
01.02.2017 6:00;3;32,6;18;5,8;2800
01.02.2017 4:00;3;32,5;17;5,9;2800
01.02.2017 2:00;3;32,1;19;5,9;2900
01.02.2017;3;31,9;17;5,9;2900
31.01.2017 22:00;3;31,9;19;5,8;2900
31.01.2017 20:00;3;32;20;5,8;2800
31.01.2017 18:00;3;32,4;17;5,9;2800
31.01.2017 16:00;3;32,1;17;5,9;2900
31.01.2017 14:00;3;32,1;19;6;2600
31.01.2017 12:00;3;31,9;19;5,9;2700
31.01.2017 10:00;3;32;19;5,9;2800
31.01.2017 8:00;3;32;16;5,9;2800
31.01.2017 6:00;3;32,1;17;5,9;2700
31.01.2017 4:00;3;32,1;17;5,9;2700
31.01.2017 2:00;3;32;17;5,9;2700
31.01.2017;3;32;17;5,9;2700
30.01.2017 22:00;3;32;17;5,9;2800
30.01.2017 20:00;3;31,9;19;5,9;2800
30.01.2017 18:00;3;32;18;5,9;2800
30.01.2017 16:00;3;32,1;18;5,9;2800
30.01.2017 14:00;3;31,9;18;5,9;2900
30.01.2017 12:00;3;31,7;20;5,9;3000
30.01.2017 10:00;3;31,7;20;5,9;3100
30.01.2017 8:00;3;31,7;17;5,9;3100
30.01.2017 6:00;3;31,7;19;5,9;3100
30.01.2017 4:00;3;31,6;18;5,9;3100
30.01.2017 2:00;3;31,5;19;5,9;3200
30.01.2017;3;31,2;20;5,9;3100
29.01.2017 22:00;3;31,2;18;5,9;3300
29.01.2017 20:00;3;31;19;5,8;3300
29.01.2017 18:00;3;31,1;18;5,9;3200
29.01.2017 16:00;3;31;17;5,9;3200
29.01.2017 14:00;3;30,9;17;5,9;3300
29.01.2017 12:00;3;30,7;17;5,9;3500
29.01.2017 10:00;3;30,7;19;5,8;3500
29.01.2017 8:00;3;30,9;18;5,8;3400
29.01.2017 6:00;3;31,2;17;5,9;3300
29.01.2017 4:00;3;31;17;5,8;3500
29.01.2017 2:00;3;30,5;18;5,8;3400
29.01.2017;3;30,5;18;5,8;3400
28.01.2017 22:00;3;30,5;18;5,8;3400
28.01.2017 20:00;3;30,5;18;5,8;3400
28.01.2017 18:00;3;30,5;20;5,8;3300
28.01.2017 16:00;3;30,4;17;5,9;3300
28.01.2017 14:00;3;30,3;17;5,8;3300
28.01.2017 12:00;3;30,3;17;5,9;3400
28.01.2017 10:00;3;30,3;19;5,8;3400
28.01.2017 8:00;3;30,3;20;5,8;3400
28.01.2017 6:00;3;30,4;20;5,8;3300
28.01.2017 4:00;3;30,3;19;5,8;3300
28.01.2017 2:00;3;30;19;5,9;3300
28.01.2017;3;29,9;20;5,9;3300
27.01.2017 22:00;3;29,9;18;5,9;3400
27.01.2017 20:00;3;29,9;20;5,8;3400
27.01.2017 18:00;3;29,9;17;5,9;3400
27.01.2017 16:00;3;30,1;20;5,9;3400
27.01.2017 14:00;3;30;18;5,9;3500
27.01.2017 12:00;3;30;20;5,9;3500
27.01.2017 10:00;3;30;18;5,8;3600
27.01.2017 8:00;3;30,2;19;5,8;3600
27.01.2017 6:00;3;30,3;17;5,8;3400
27.01.2017 4:00;3;30,3;19;5,9;3500
27.01.2017 2:00;3;30;19;5,9;3600
27.01.2017;3;29,7;19;5,9;3500
26.01.2017 22:00;3;29,2;19;5,8;3700
26.01.2017 20:00;3;29,2;19;5,8;3700
26.01.2017 18:00;3;29,3;19;5,8;3700
26.01.2017 16:00;3;29,6;20;5,8;3700
26.01.2017 14:00;3;29,5;18;5,8;3700
26.01.2017 12:00;3;29,5;19;5,8;3700
26.01.2017 10:00;3;29,8;17;5,8;3700
26.01.2017 8:00;3;29,9;17;5,8;3700
26.01.2017 6:00;3;30;20;5,8;3600
26.01.2017 4:00;3;29,8;17;5,9;3600
26.01.2017 2:00;3;29,4;18;5,9;3600
26.01.2017;3;29,2;18;5,9;3600
25.01.2017 22:00;3;29,2;18;5,9;3600
25.01.2017 20:00;3;29,1;19;5,9;3600
25.01.2017 18:00;3;29,1;17;5,8;3800
25.01.2017 16:00;3;29,3;19;5,8;3500
25.01.2017 14:00;3;29,5;18;5,8;3500
25.01.2017 12:00;3;29,5;18;5,8;3300
25.01.2017 10:00;3;29,7;19;5,9;3500
25.01.2017 8:00;3;30,3;19;5,8;3200
25.01.2017 6:00;3;30,7;19;5,7;3200
25.01.2017 4:00;3;30,7;17;5,9;3100
25.01.2017 2:00;3;30,7;17;5,9;3100
25.01.2017;3;30,73;18;5,9;3100
24.01.2017 22:00;3;30,8;18;5,9;3100
24.01.2017 20:00;3;31;17;5,8;3000
24.01.2017 18:00;3;31,5;17;5,8;3000
24.01.2017 16:00;3;31,7;17;5,8;2800
24.01.2017 14:00;3;31,9;18;5,8;2700
24.01.2017 12:00;3;31,9;20;5,8;2600
24.01.2017 10:00;3;31,9;20;5,9;2600
24.01.2017 8:00;3;32,1;20;5,8;2600
24.01.2017 6:00;3;31,9;16;5,8;2600
24.01.2017 4:00;3;32,3;17;5,9;2600
24.01.2017 2:00;3;32,3;17;5,9;2600
24.01.2017;3;31,9;19;5,9;2600
23.01.2017 22:00;3;31,6;20;5,9;2700
23.01.2017 20:00;3;31,5;20;5,8;2700
23.01.2017 18:00;3;31,6;17;5,8;2600
23.01.2017 16:00;3;31,6;17;5,9;2600
23.01.2017 14:00;3;31,6;17;5,9;2600
23.01.2017 12:00;3;31,6;18;5,8;2600
23.01.2017 10:00;3;31,6;18;5,8;2600
23.01.2017 8:00;3;31,8;19;5,8;2600
23.01.2017 6:00;3;32;17;5,8;2600
23.01.2017 4:00;3;32;19;5,8;2600
23.01.2017 2:00;3;32,1;19;5,8;2500
23.01.2017;3;32,1;19;5,8;2600
22.01.2017 22:00;3;32,1;19;5,8;2700
22.01.2017 20:00;3;32,1;19;5,8;2500
22.01.2017 18:00;3;32,1;17;5,8;2700
22.01.2017 16:00;3;32;17;5,8;2700
22.01.2017 14:00;3;32;18;5,9;2700
22.01.2017 12:00;3;31,9;20;5,9;2800
22.01.2017 10:00;3;32;20;5,8;2700
22.01.2017 8:00;3;32;17;5,8;2700
22.01.2017 6:00;3;32,1;18;5,8;2700
22.01.2017 4:00;3;32,2;19;5,9;2600
22.01.2017 2:00;3;32,3;20;5,9;2600
22.01.2017;3;32,2;19;5,9;2600
21.01.2017 22:00;3;32;17;5,8;2700
21.01.2017 20:00;3;32;19;5,8;2600
21.01.2017 18:00;3;32;18;5,8;2600
21.01.2017 16:00;3;32,1;20;5,8;2600
21.01.2017 14:00;3;32,1;20;5,8;2600
21.01.2017 12:00;3;32,1;19;5,8;2600
21.01.2017 10:00;3;32,3;20;5,8;2600
21.01.2017 8:00;3;32,4;20;5,8;2600
21.01.2017 6:00;3;32,4;20;5,8;2500
21.01.2017 4:00;3;32,1;18;6;2500
21.01.2017 2:00;3;32,1;20;6;2500
21.01.2017;3;32,1;20;6;2500
20.01.2017 22:00;3;32;17;5,9;2600
20.01.2017 20:00;3;32;17;5,9;2700
20.01.2017 18:00;3;32;18;5,8;2600
20.01.2017 16:00;3;32;20;5,8;2600
20.01.2017 14:00;3;32,2;18;5,9;2600
20.01.2017 12:00;3;32,1;20;5,8;2600
20.01.2017 10:00;3;31,9;20;5,8;2700
20.01.2017 8:00;3;32,1;20;5,8;2700
20.01.2017 6:00;3;32,2;20;5,8;2600
20.01.2017 4:00;3;32,1;20;5,9;2600
20.01.2017 2:00;3;32;17;5,9;2600
20.01.2017;3;31,8;17;5,9;2700
19.01.2017 22:00;3;31,8;19;5,9;2700
19.01.2017 20:00;3;31,7;20;5,9;2800
19.01.2017 18:00;3;31,7;17;5,9;2800
19.01.2017 16:00;3;31,8;17;5,9;2900
19.01.2017 14:00;3;31,8;17;5,9;2900
19.01.2017 12:00;3;31,6;17;5,9;2900
19.01.2017 10:00;3;31,8;18;5,8;2900
19.01.2017 8:00;3;31,9;20;5,8;2900
19.01.2017 6:00;3;31,7;19;5,9;2900
19.01.2017 4:00;3;31,5;19;5,9;2900
19.01.2017 2:00;3;31;19;5,9;2900
19.01.2017;3;31,1;17;5,9;3000
18.01.2017 22:00;3;31,1;19;5,9;3000
18.01.2017 20:00;3;31;17;5,8;3000
18.01.2017 18:00;3;31,1;19;5,9;2800
18.01.2017 16:00;3;31,1;19;5,9;2800
18.01.2017 14:00;3;31;20;5,9;2900
18.01.2017 12:00;3;31;18;5,9;3000
18.01.2017 10:00;3;31,2;18;5,8;3000
18.01.2017 8:00;3;31,6;20;5,9;2800
18.01.2017 6:00;3;31,7;17;5,9;2900
18.01.2017 4:00;3;31,7;19;5,9;2900
18.01.2017 2:00;3;31,8;20;5,9;2900
18.01.2017;3;31,7;18;5,9;2900
17.01.2017 22:00;3;31,3;19;5,9;2900
17.01.2017 20:00;3;31,2;20;5,9;3000
17.01.2017 18:00;3;31,3;17;5,8;3000
17.01.2017 16:00;3;31,5;19;5,9;2900
17.01.2017 14:00;3;31,4;20;5,9;2900
17.01.2017 12:00;3;31,2;19;5,9;2900
17.01.2017 10:00;3;31,5;19;5,9;2900
17.01.2017 8:00;3;32;19;5,9;2900
17.01.2017 6:00;3;32;17;5,8;2800
17.01.2017 4:00;3;32;16;5,9;2800
17.01.2017 2:00;3;31,8;18;5,9;2900
17.01.2017;3;31,5;17;5,9;2800
16.01.2017 22:00;3;31,7;17;5,9;2900
16.01.2017 20:00;3;31,7;18;5,8;2900
16.01.2017 18:00;3;31,7;20;5,8;2900
16.01.2017 16:00;3;31,6;17;5,9;2700
16.01.2017 14:00;3;31,5;18;5,9;2800
16.01.2017 12:00;3;31,3;19;5,9;2800
16.01.2017 10:00;3;31,5;19;5,9;2800
16.01.2017 8:00;3;31,7;19;5,8;2800
16.01.2017 6:00;3;31,9;20;5,8;2700
16.01.2017 4:00;3;31,9;18;5,8;2700
16.01.2017 2:00;3;31,9;17;5,9;2700
16.01.2017;3;31,9;18;5,9;2700
15.01.2017 22:00;3;31,9;20;5,9;2700
15.01.2017 20:00;3;31,9;20;5,8;2700
15.01.2017 18:00;3;32;17;5,9;2700
15.01.2017 16:00;3;32;18;5,9;2700
15.01.2017 14:00;3;32,1;20;5,9;2700
15.01.2017 12:00;3;32,1;20;5,8;2700
15.01.2017 10:00;3;32,2;17;5,8;2700
15.01.2017 8:00;3;32,2;18;5,9;2700
15.01.2017 6:00;3;32,2;20;5,9;2700
15.01.2017 4:00;3;32,3;19;5,9;2600
15.01.2017 2:00;3;32,4;19;5,9;2600
15.01.2017;3;32,2;19;5,9;2700
14.01.2017 22:00;3;32;18;5,9;2700
14.01.2017 20:00;3;32;19;5,9;2700
14.01.2017 18:00;3;32;15;5,9;2700
14.01.2017 16:00;3;32;17;5,9;2800
14.01.2017 14:00;3;32;18;5,9;2700
14.01.2017 12:00;3;31,9;20;5,9;2700
14.01.2017 10:00;4;31,9;20;5,9;2700
14.01.2017 8:00;4;31,9;17;5,8;2800
14.01.2017 6:00;4;32;18;5,9;2700
14.01.2017 4:00;4;31,8;20;5,9;2700
14.01.2017 2:00;4;31,8;19;5,9;2700
14.01.2017;4;31,9;17;5,9;2700
13.01.2017 22:00;4;31,9;20;5,9;2700
13.01.2017 20:00;4;31,9;20;5,8;2700
13.01.2017 18:00;4;32;18;5,8;2600
13.01.2017 16:00;4;32,1;18;5,9;2700
13.01.2017 14:00;4;32,1;19;5,9;2700
13.01.2017 12:00;4;32;19;5,9;2600
13.01.2017 10:00;4;32,1;19;5,9;2700
13.01.2017 8:00;4;32,2;19;5,9;2700
13.01.2017 6:00;4;32,3;19;5,8;2600
13.01.2017 4:00;3;32,1;18;5,9;2600
13.01.2017 2:00;3;32,1;18;5,9;2700
13.01.2017;3;31,9;20;5,9;2500
12.01.2017 22:00;3;31,9;19;5,9;2700
12.01.2017 20:00;3;31,7;17;5,9;3000
12.01.2017 18:00;3;31,6;19;5,8;2900
12.01.2017 16:00;3;31,6;20;5,9;2800
12.01.2017 14:00;3;31,7;17;5,9;2900
12.01.2017 12:00;3;31,6;18;5,9;2900
12.01.2017 10:00;3;31,6;20;5,9;3200
12.01.2017 8:00;3;31,8;19;5,9;2900
12.01.2017 6:00;3;31,7;19;5,9;2900
12.01.2017 4:00;3;31,7;20;5,9;2900
12.01.2017 2:00;3;31,6;18;5,9;2900
12.01.2017;3;31,3;18;6;3000
11.01.2017 22:00;3;31,2;20;5,9;3100
11.01.2017 20:00;3;31;18;5,9;3200
11.01.2017 18:00;3;31,1;20;5,8;3200
11.01.2017 16:00;3;31,4;18;6;3200
11.01.2017 14:00;3;31,4;18;6;3200
11.01.2017 12:00;3;30,8;20;5,9;3200
11.01.2017 10:00;3;30,8;20;5,9;3300
11.01.2017 8:00;3;30,8;20;5,9;3200
11.01.2017 6:00;3;30,6;16;5,9;3400
11.01.2017 4:00;3;30,6;18;5,9;3400
11.01.2017 2:00;3;30,2;19;5,9;3400
11.01.2017;3;30,2;19;5,9;3400
10.01.2017 22:00;3;30,2;18;5,9;3500
10.01.2017 20:00;3;30,1;18;5,9;3500
10.01.2017 18:00;3;30;17;5,9;3500
10.01.2017 16:00;3;29,9;20;5,9;3500
10.01.2017 14:00;3;29,6;17;5,9;3600
10.01.2017 12:00;3;29,4;20;5,9;3700
10.01.2017 10:00;3;29,4;17;5,9;3700
10.01.2017 8:00;3;29,5;20;5,9;3700
10.01.2017 6:00;3;29,4;18;5,9;3700
10.01.2017 4:00;3;29,3;18;5,9;3700
10.01.2017 2:00;3;29,1;19;5,9;3700
10.01.2017;3;29;18;5,9;3900
09.01.2017 22:00;3;28,9;19;5,8;3800
09.01.2017 20:00;3;28,7;19;5,8;3800
09.01.2017 18:00;3;28,5;19;5,8;3800
09.01.2017 16:00;3;28,5;19;5,9;3800
09.01.2017 14:00;3;28,5;17;5,9;3800
09.01.2017 12:00;3;28,6;18;5,8;3800
09.01.2017 10:00;3;28,7;18;5,8;3900
09.01.2017 8:00;3;30;15;5,8;3800
09.01.2017 6:00;3;28,9;16;5,9;3700
09.01.2017 4:00;3;28,7;17;5,8;3700
09.01.2017 2:00;3;28,7;17;5,8;3700
09.01.2017;3;28,7;17;5,8;3700
08.01.2017 22:00;3;28,7;18;5,8;3800
08.01.2017 20:00;3;28,7;18;5,8;3700
08.01.2017 18:00;3;28,7;17;5,8;3700
08.01.2017 16:00;3;28,7;20;5,8;3600
08.01.2017 14:00;3;28,8;19;5,9;3500
08.01.2017 12:00;3;28,9;20;5,9;3800
08.01.2017 10:00;3;29,1;19;5,9;3500
08.01.2017 8:00;3;29,2;19;5,9;3500
08.01.2017 6:00;3;29,3;18;5,8;3400
08.01.2017 4:00;3;29,3;17;5,8;3400
08.01.2017 2:00;3;29,4;20;5,8;3400
08.01.2017;3;29,4;18;5,8;3400
07.01.2017 22:00;3;29,5;19;5,8;3400
07.01.2017 20:00;3;29,6;18;5,8;3300
07.01.2017 18:00;3;29,7;19;5,8;3300
07.01.2017 16:00;3;30;17;5,8;3200
07.01.2017 14:00;3;30;19;5,9;3200
07.01.2017 12:00;3;30;17;5,8;3300
07.01.2017 10:00;3;30;19;5,8;3300
07.01.2017 8:00;3;30;17;5,8;3200
07.01.2017 6:00;3;30;20;5,9;3200
07.01.2017 4:00;3;30;19;5,9;3200
07.01.2017 2:00;3;29,9;19;5,9;3200
07.01.2017;3;29,9;19;5,9;3200
06.01.2017 22:00;3;29,7;19;5,9;3200
06.01.2017 20:00;3;29,6;18;5,9;3300
06.01.2017 18:00;3;29,5;19;5,9;3300
06.01.2017 16:00;3;29,6;19;5,9;3300
06.01.2017 14:00;3;29,6;19;5,8;3300
06.01.2017 12:00;3;29,9;19;5,9;3100
06.01.2017 10:00;3;30,1;18;5,9;3200
06.01.2017 8:00;3;30,1;19;5,8;3200
06.01.2017 6:00;3;30,2;19;5,8;3200
06.01.2017 4:00;3;30,1;18;5,9;3100
06.01.2017 2:00;3;29,9;18;5,9;3300
06.01.2017;3;29,9;18;5,8;3200
05.01.2017 22:00;3;29,8;17;5,8;3200
05.01.2017 20:00;3;29,8;18;5,9;3200
05.01.2017 18:00;3;29,8;19;5,8;3400
05.01.2017 16:00;3;30;19;5,8;3200
05.01.2017 14:00;3;30,2;19;5,9;3300
05.01.2017 12:00;3;30,3;19;5,9;3300
05.01.2017 10:00;3;30,5;19;5,8;3400
05.01.2017 8:00;3;30,5;19;5,8;3000
05.01.2017 6:00;3;30,5;17;5,8;3000
05.01.2017 4:00;3;30,4;18;5,8;3000
05.01.2017 2:00;3;30,3;18;5,8;3000
05.01.2017;3;30,3;18;5,8;3000
04.01.2017 22:00;3;30,2;20;5,8;2900
04.01.2017 20:00;3;30,1;16;5,8;3100
04.01.2017 18:00;3;30,1;19;5,8;3000
04.01.2017 16:00;3;30,1;17;5,8;3000
04.01.2017 14:00;4;30,3;18;5,8;3000
04.01.2017 12:00;4;30,5;19;5,8;3000
04.01.2017 10:00;4;30,7;17;5,8;3000
04.01.2017 8:00;4;30,9;19;5,8;2900
04.01.2017 6:00;4;30,9;18;5,8;2900
04.01.2017 4:00;4;31,1;18;5,8;2900
04.01.2017 2:00;4;31,3;20;5,8;2800
04.01.2017;4;31,4;17;5,8;2800
03.01.2017 22:00;4;31,5;17;5,8;2900
03.01.2017 20:00;4;31,6;19;5,8;2800
03.01.2017 18:00;4;31,6;17;5,8;2900
03.01.2017 16:00;4;31,8;18;5,8;2700
03.01.2017 14:00;4;31,9;20;5,9;2700
03.01.2017 12:00;4;32;18;5,9;2700
03.01.2017 10:00;4;32,1;16;5,8;2600
03.01.2017 8:00;4;32,1;16;5,8;2600
03.01.2017 6:00;4;32,4;18;5,8;2600
03.01.2017 4:00;4;32,5;18;5,8;2500
03.01.2017 2:00;4;32,8;18;5,8;2500
03.01.2017;4;32,9;19;5,8;2500
02.01.2017 22:00;4;32,9;19;5,8;2400
02.01.2017 20:00;4;33;20;5,8;2500
02.01.2017 18:00;4;33,3;17;5,8;2400
02.01.2017 16:00;4;33,4;17;5,8;2400
02.01.2017 14:00;4;33,4;17;5,8;2500
02.01.2017 12:00;4;33,5;18;5,8;2400
02.01.2017 10:00;4;33,6;19;5,8;2300
02.01.2017 8:00;4;33,5;20;5,8;2300
02.01.2017 6:00;4;33,5;20;5,8;2200
02.01.2017 4:00;4;33,2;20;5,9;2200
02.01.2017 2:00;4;33;2;5,8;2300
02.01.2017;4;33;2;5,8;2300
01.01.2017 22:00;4;33;2;5,8;2200
01.01.2017 20:00;4;33,1;11;5,8;2200
01.01.2017 18:00;4;33,2;11;5,9;2300
01.01.2017 16:00;4;33,2;14;5,9;2300
01.01.2017 14:00;4;33,2;14;5,9;2300
01.01.2017 12:00;4;33,3;14;5,9;2400
01.01.2017 10:00;4;33,1;14;5,9;2400
